date,supplier_name,supplier_code,part_number,part_desc,lot_id,qty_received,qty_inspected,defects_found,defect_type,severity
2025-08-13,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250813-431,182,71,0,,
2025-08-13,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250813-396,203,81,0,,
2025-08-13,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250813-795,213,81,1,Documentation,Minor
2025-08-13,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250813-521,190,87,1,Leak,Major
2025-08-13,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250813-229,202,98,3,Documentation,Major
2025-08-14,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250814-828,188,78,0,,
2025-08-14,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250814-879,218,90,0,,
2025-08-15,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250815-691,200,64,0,,
2025-08-15,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250815-177,184,89,1,Cosmetic,Minor
2025-08-15,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250815-512,183,62,0,,
2025-08-15,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250815-811,170,103,0,,
2025-08-16,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250816-435,206,64,0,,
2025-08-16,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250816-195,189,87,4,Contamination,Major
2025-08-16,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250816-970,196,68,3,Cosmetic,Major
2025-08-17,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250817-944,190,89,3,Dimensional OOT,Critical
2025-08-18,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250818-660,218,114,1,Leak,Minor
2025-08-18,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250818-451,197,97,1,Dimensional OOT,Minor
2025-08-19,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250819-116,227,83,4,Cosmetic,Major
2025-08-20,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250820-551,187,88,0,,
2025-08-21,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250821-235,207,97,1,Leak,Major
2025-08-21,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250821-380,204,54,1,Leak,Critical
2025-08-21,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250821-764,212,64,2,Leak,Minor
2025-08-21,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250821-505,211,96,0,,
2025-08-22,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250822-197,210,91,1,Dimensional OOT,Minor
2025-08-22,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250822-588,199,77,0,,
2025-08-22,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250822-555,205,60,1,Cosmetic,Minor
2025-08-23,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-250823-936,203,68,0,,
2025-08-24,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250824-334,204,77,1,Cosmetic,Minor
2025-08-25,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250825-406,209,108,4,Leak,Minor
2025-08-25,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250825-236,213,85,1,Contamination,Major
2025-08-25,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250825-170,187,98,0,,
2025-08-25,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250825-550,210,89,3,Leak,Major
2025-08-26,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-250826-521,182,68,1,Cosmetic,Minor
2025-08-26,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250826-202,210,66,1,Contamination,Minor
2025-08-26,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250826-703,203,81,0,,
2025-08-27,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250827-383,204,75,1,Leak,Minor
2025-08-27,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250827-838,178,79,2,Leak,Major
2025-08-27,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250827-897,203,61,0,,
2025-08-27,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250827-408,207,68,1,Contamination,Major
2025-08-28,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250828-402,181,96,4,Dimensional OOT,Major
2025-08-28,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250828-345,219,91,2,Contamination,Major
2025-08-29,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250829-346,198,74,0,,
2025-08-29,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250829-112,239,118,2,Leak,Major
2025-08-29,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250829-682,177,82,1,Leak,Major
2025-08-29,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250829-582,188,109,1,Dimensional OOT,Minor
2025-08-30,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250830-140,192,103,2,Leak,Minor
2025-08-31,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250831-613,206,88,1,Dimensional OOT,Major
2025-09-01,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250901-730,194,64,3,Leak,Minor
2025-09-01,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250901-308,196,46,1,Leak,Minor
2025-09-01,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250901-749,189,86,1,Dimensional OOT,Minor
2025-09-01,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250901-966,172,61,2,Leak,Minor
2025-09-02,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250902-188,194,53,0,,
2025-09-02,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250902-156,198,82,5,Leak,Major
2025-09-03,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250903-818,183,101,3,Leak,Major
2025-09-03,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250903-629,193,63,2,Dimensional OOT,Minor
2025-09-03,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250903-899,187,112,6,Leak,Minor
2025-09-04,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250904-926,203,82,1,Contamination,Minor
2025-09-04,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250904-636,203,56,0,,
2025-09-04,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250904-178,183,68,4,Cosmetic,Minor
2025-09-05,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250905-680,211,114,3,Dimensional OOT,Minor
2025-09-05,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250905-261,213,88,0,,
2025-09-05,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250905-218,196,90,2,Contamination,Major
2025-09-05,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250905-112,199,71,1,Leak,Major
2025-09-06,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250906-283,197,71,1,Dimensional OOT,Critical
2025-09-06,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250906-666,222,75,0,,
2025-09-07,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250907-427,215,53,3,Leak,Critical
2025-09-07,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250907-789,202,98,3,Dimensional OOT,Minor
2025-09-07,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250907-147,196,114,2,Leak,Major
2025-09-07,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250907-892,205,101,3,Contamination,Major
2025-09-08,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-250908-666,188,78,0,,
2025-09-08,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250908-903,185,71,1,Dimensional OOT,Minor
2025-09-08,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250908-348,200,96,0,,
2025-09-09,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250909-894,200,81,1,Documentation,Critical
2025-09-09,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250909-106,219,82,1,Contamination,Minor
2025-09-09,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250909-751,216,55,1,Leak,Minor
2025-09-09,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250909-443,231,94,0,,
2025-09-10,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-250910-969,206,40,0,,
2025-09-11,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250911-603,193,102,2,Dimensional OOT,Minor
2025-09-11,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-250911-337,196,89,3,Cosmetic,Minor
2025-09-11,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-250911-569,199,77,1,Dimensional OOT,Major
2025-09-12,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250912-503,189,72,1,Dimensional OOT,Major
2025-09-13,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250913-233,196,87,1,Leak,Major
2025-09-14,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250914-502,210,98,3,Contamination,Critical
2025-09-14,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250914-176,218,68,1,Leak,Minor
2025-09-15,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250915-211,202,82,0,,
2025-09-15,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250915-516,207,71,1,Leak,Minor
2025-09-16,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250916-888,199,97,0,,
2025-09-17,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250917-192,184,111,2,Dimensional OOT,Major
2025-09-17,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250917-141,210,98,1,Contamination,Major
2025-09-18,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250918-464,190,100,3,Leak,Major
2025-09-18,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250918-939,204,74,1,Leak,Minor
2025-09-19,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-250919-663,204,52,2,Contamination,Minor
2025-09-19,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250919-243,229,66,1,Dimensional OOT,Major
2025-09-20,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250920-233,202,94,1,Contamination,Critical
2025-09-21,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250921-760,203,98,2,Dimensional OOT,Major
2025-09-21,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-250921-700,203,67,0,,
2025-09-22,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-250922-761,192,56,2,Leak,Minor
2025-09-22,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-250922-194,176,81,0,,
2025-09-22,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250922-151,191,100,5,Leak,Critical
2025-09-23,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-250923-608,227,114,1,Dimensional OOT,Major
2025-09-23,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250923-799,207,89,0,,
2025-09-24,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250924-319,188,67,0,,
2025-09-24,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250924-252,217,63,3,Leak,Minor
2025-09-24,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250924-402,211,59,3,Cosmetic,Minor
2025-09-24,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250924-189,206,95,2,Contamination,Minor
2025-09-25,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250925-916,196,97,3,Dimensional OOT,Major
2025-09-25,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250925-745,187,69,0,,
2025-09-25,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250925-913,211,56,0,,
2025-09-26,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-250926-591,195,57,0,,
2025-09-27,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-250927-429,199,67,1,Dimensional OOT,Minor
2025-09-27,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-250927-324,219,71,2,Leak,Minor
2025-09-27,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-250927-159,230,80,0,,
2025-09-27,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-250927-338,200,94,3,Dimensional OOT,Major
2025-09-27,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-250927-646,193,90,5,Leak,Minor
2025-09-28,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-250928-497,192,86,2,Dimensional OOT,Critical
2025-09-29,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-250929-280,207,79,0,,
2025-09-29,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-250929-467,209,74,1,Leak,Major
2025-09-29,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250929-681,216,89,1,Leak,Major
2025-09-30,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-250930-929,204,85,3,Documentation,Major
2025-09-30,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-250930-138,179,98,2,Dimensional OOT,Minor
2025-09-30,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-250930-639,219,76,2,Leak,Minor
2025-09-30,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-250930-925,207,66,2,Leak,Major
2025-09-30,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-250930-834,191,64,0,,
2025-10-01,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-251001-160,202,58,0,,
2025-10-01,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-251001-892,201,80,2,Cosmetic,Critical
2025-10-02,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-251002-482,189,94,3,Contamination,Critical
2025-10-03,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251003-261,197,87,2,Dimensional OOT,Minor
2025-10-03,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-251003-764,197,92,1,Contamination,Critical
2025-10-03,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-251003-728,192,79,3,Cosmetic,Minor
2025-10-03,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-251003-328,193,74,0,,
2025-10-04,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-251004-401,216,82,3,Dimensional OOT,Major
2025-10-04,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-251004-686,197,47,1,Cosmetic,Critical
2025-10-04,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-251004-928,205,78,2,Leak,Major
2025-10-04,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-251004-608,193,81,5,Cosmetic,Minor
2025-10-04,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-251004-427,218,76,7,Cosmetic,Minor
2025-10-05,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251005-846,211,83,3,Contamination,Major
2025-10-05,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-251005-355,178,58,2,Dimensional OOT,Minor
2025-10-06,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-251006-905,193,68,0,,
2025-10-07,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-251007-149,186,70,0,,
2025-10-08,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-251008-604,200,77,1,Documentation,Major
2025-10-08,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-251008-948,192,74,2,Dimensional OOT,Minor
2025-10-08,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-251008-266,181,82,1,Cosmetic,Major
2025-10-08,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251008-120,234,76,3,Contamination,Minor
2025-10-09,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251009-484,223,77,1,Leak,Minor
2025-10-09,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251009-660,191,93,0,,
2025-10-09,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-251009-594,208,80,1,Dimensional OOT,Critical
2025-10-10,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-251010-721,210,82,0,,
2025-10-11,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251011-203,195,74,0,,
2025-10-11,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-251011-294,196,86,0,,
2025-10-11,Boreal Quick Disconnects,S004,PM-5005,Pump Module,LOT-251011-839,212,62,0,,
2025-10-11,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-251011-343,220,61,1,Leak,Minor
2025-10-12,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-251012-257,194,98,2,Dimensional OOT,Major
2025-10-13,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-251013-777,182,68,1,Dimensional OOT,Minor
2025-10-14,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-251014-199,204,96,0,,
2025-10-14,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-251014-183,199,75,3,Leak,Minor
2025-10-14,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-251014-600,192,59,1,Leak,Minor
2025-10-14,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-251014-289,176,71,3,Leak,Minor
2025-10-14,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-251014-369,181,84,5,Dimensional OOT,Minor
2025-10-15,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-251015-163,202,72,3,Leak,Minor
2025-10-15,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251015-654,193,68,5,Leak,Minor
2025-10-15,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-251015-332,210,76,0,,
2025-10-15,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-251015-528,197,79,2,Contamination,Major
2025-10-16,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-251016-406,194,102,4,Dimensional OOT,Minor
2025-10-16,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-251016-614,193,74,3,Contamination,Major
2025-10-16,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-251016-735,229,91,4,Contamination,Major
2025-10-16,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-251016-271,196,105,1,Documentation,Minor
2025-10-16,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-251016-799,211,62,2,Leak,Minor
2025-10-17,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-251017-844,202,95,1,Contamination,Minor
2025-10-17,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251017-665,197,80,3,Leak,Minor
2025-10-17,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-251017-632,189,76,0,,
2025-10-17,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-251017-635,189,82,1,Contamination,Major
2025-10-18,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-251018-696,210,93,6,Leak,Minor
2025-10-18,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-251018-203,203,71,3,Documentation,Minor
2025-10-18,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-251018-998,181,85,2,Contamination,Major
2025-10-18,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-251018-492,199,92,0,,
2025-10-19,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-251019-584,212,75,0,,
2025-10-19,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-251019-723,209,62,1,Leak,Minor
2025-10-19,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-251019-439,164,96,3,Leak,Major
2025-10-19,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-251019-375,197,84,2,Leak,Minor
2025-10-20,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-251020-387,189,70,1,Contamination,Minor
2025-10-20,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-251020-989,201,62,1,Contamination,Major
2025-10-20,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-251020-892,211,88,1,Leak,Major
2025-10-21,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-251021-552,204,49,1,Cosmetic,Minor
2025-10-21,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-251021-988,186,108,1,Cosmetic,Major
2025-10-21,Cascade Pumps Inc.,S005,CP-1001,Coldplate - 100mm,LOT-251021-418,190,88,3,Dimensional OOT,Minor
2025-10-22,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-251022-682,200,48,2,Contamination,Minor
2025-10-22,Glacier Hose & Clamp,S003,MN-2002,Manifold Block,LOT-251022-957,210,115,1,Leak,Major
2025-10-22,Polar Precision Machining,S002,MN-2002,Manifold Block,LOT-251022-469,199,72,1,Leak,Minor
2025-10-22,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-251022-380,200,81,0,,
2025-10-22,Glacier Hose & Clamp,S003,QD-4004,Quick Disconnect - 1/4in,LOT-251022-226,161,78,2,Dimensional OOT,Major
2025-10-23,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-251023-991,190,79,1,Dimensional OOT,Minor
2025-10-24,Polar Precision Machining,S002,PM-5005,Pump Module,LOT-251024-364,203,69,1,Dimensional OOT,Minor
2025-10-24,Glacier Hose & Clamp,S003,CP-1001,Coldplate - 100mm,LOT-251024-266,178,84,3,Leak,Minor
2025-10-24,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-251024-898,191,62,0,,
2025-10-24,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-251024-375,191,93,2,Cosmetic,Major
2025-10-25,ArcticManifold Ltd.,S001,CP-1001,Coldplate - 100mm,LOT-251025-798,202,93,1,Contamination,Critical
2025-10-25,Boreal Quick Disconnects,S004,QD-4004,Quick Disconnect - 1/4in,LOT-251025-235,201,100,0,,
2025-10-25,Boreal Quick Disconnects,S004,MN-2002,Manifold Block,LOT-251025-358,203,101,2,Cosmetic,Minor
2025-10-25,Cascade Pumps Inc.,S005,HS-3003,Hose Assembly - 3/8in,LOT-251025-381,219,83,1,Cosmetic,Major
2025-10-26,ArcticManifold Ltd.,S001,QD-4004,Quick Disconnect - 1/4in,LOT-251026-323,192,82,2,Contamination,Minor
2025-10-26,Polar Precision Machining,S002,HS-3003,Hose Assembly - 3/8in,LOT-251026-506,191,77,1,Cosmetic,Major
2025-10-26,Polar Precision Machining,S002,CP-1001,Coldplate - 100mm,LOT-251026-107,205,74,0,,
2025-10-26,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-251026-389,182,73,3,Dimensional OOT,Minor
2025-10-27,Boreal Quick Disconnects,S004,CP-1001,Coldplate - 100mm,LOT-251027-383,198,92,1,Dimensional OOT,Minor
2025-10-27,Boreal Quick Disconnects,S004,HS-3003,Hose Assembly - 3/8in,LOT-251027-828,215,82,1,Contamination,Minor
2025-10-27,Glacier Hose & Clamp,S003,HS-3003,Hose Assembly - 3/8in,LOT-251027-346,228,98,2,Leak,Minor
2025-10-28,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-251028-513,226,89,0,,
2025-10-29,Cascade Pumps Inc.,S005,MN-2002,Manifold Block,LOT-251029-402,195,100,7,Cosmetic,Major
2025-10-29,Cascade Pumps Inc.,S005,QD-4004,Quick Disconnect - 1/4in,LOT-251029-697,195,95,1,Dimensional OOT,Major
2025-10-29,Glacier Hose & Clamp,S003,PM-5005,Pump Module,LOT-251029-830,231,97,1,Contamination,Minor
2025-10-30,ArcticManifold Ltd.,S001,PM-5005,Pump Module,LOT-251030-753,204,67,0,,
2025-10-30,Polar Precision Machining,S002,QD-4004,Quick Disconnect - 1/4in,LOT-251030-787,191,73,0,,
2025-10-31,ArcticManifold Ltd.,S001,HS-3003,Hose Assembly - 3/8in,LOT-251031-997,171,105,3,Contamination,Major
2025-10-31,ArcticManifold Ltd.,S001,MN-2002,Manifold Block,LOT-251031-858,208,76,2,Leak,Minor
2025-10-31,Cascade Pumps Inc.,S005,PM-5005,Pump Module,LOT-251031-796,207,82,1,Contamination,Minor
